CVE_ID,Published,CVSS,Severity,Vendor,Product,Description,VulnStatus,PubDate,DaysOld,KnownExploited,RiskScore,RiskTier
CVE-2026-10926,2026-06-04 23:16:54.980000+00:00,8.8,HIGH,Google,Chrome,Use after free in Cast in Google Chrome prior to 149.0.7827.53 allowed an attacker on the local network segment to execute arbitrary code via malicious network traffic. (Chromium security severity: High),Analyzed,2026-06-04,8.973315498969907,False,52.59,Medium
CVE-2026-11188,2026-06-04 23:17:25.787000+00:00,8.8,HIGH,Google,Chrome,Use after free in USB in Google Chrome on Android prior to 149.0.7827.53 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972958936469908,False,52.59,Medium
CVE-2026-11191,2026-06-04 23:17:26.123000+00:00,8.8,HIGH,Google,Chrome,Out of bounds memory access in ANGLE in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972955047581019,False,52.59,Medium
CVE-2026-11201,2026-06-04 23:17:27.270000+00:00,8.8,HIGH,Google,Chrome,Use after free in ServiceWorker in Google Chrome prior to 149.0.7827.53 allowed an attacker who convinced a user to install a malicious extension to execute arbitrary code via a crafted Chrome Extension. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972941772118055,False,52.59,Medium
CVE-2026-11202,2026-06-04 23:17:27.380000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in Chrome for iOS in Google Chrome on iOS prior to 149.0.7827.53 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972940498969908,False,52.59,Medium
CVE-2026-11164,2026-06-04 23:17:23.043000+00:00,8.8,HIGH,Google,Chrome,Use after free in Blink in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972990695729166,False,52.59,Medium
CVE-2026-11175,2026-06-04 23:17:24.347000+00:00,8.8,HIGH,Google,Chrome,Incorrect security UI in Messages in Google Chrome on Android prior to 149.0.7827.53 allowed a remote attacker to perform UI spoofing via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972975603136573,False,52.59,Medium
CVE-2026-11179,2026-06-04 23:17:24.797000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in ORB in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to bypass site isolation via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.97297039480324,False,52.59,Medium
CVE-2026-11177,2026-06-04 23:17:24.567000+00:00,8.8,HIGH,Google,Chrome,Use after free in Omnibox in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.972973056840278,False,52.59,Medium
CVE-2026-10928,2026-06-04 23:16:55.210000+00:00,8.8,HIGH,Google,Chrome,Script injection in Headless in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.97331283693287,False,52.59,Medium
CVE-2026-10914,2026-06-04 23:16:53.473000+00:00,8.8,HIGH,Google,Chrome,Use after free in ANGLE in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973332941099537,False,52.59,Medium
CVE-2026-10922,2026-06-04 23:16:54.513000+00:00,8.8,HIGH,Google,Chrome,Insufficient validation of untrusted input in DevTools in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to bypass same origin policy via malicious network traffic. (Chromium security severity: High),Analyzed,2026-06-04,8.9733209040625,False,52.59,Medium
CVE-2026-10923,2026-06-04 23:16:54.637000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebAppInstalls in Google Chrome on Android prior to 149.0.7827.53 allowed a local attacker to execute arbitrary code via a malicious file. (Chromium security severity: High),Analyzed,2026-06-04,8.973319468877316,False,52.59,Medium
CVE-2026-11118,2026-06-04 23:17:17.550000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973054272118056,False,52.59,Medium
CVE-2026-11124,2026-06-04 23:17:18.313000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in Skia in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973045441099536,False,52.59,Medium
CVE-2026-11125,2026-06-04 23:17:18.430000+00:00,8.8,HIGH,Google,Chrome,Use after free in Compositing in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.97304408693287,False,52.59,Medium
CVE-2026-11071,2026-06-04 23:17:11.717000+00:00,8.8,HIGH,Google,Chrome,Use after free in Base in Google Chrome on Linux prior to 149.0.7827.53 allowed a remote attacker who had compromised the renderer process to obtain potentially sensitive information from process memory via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973121783692129,False,52.59,Medium
CVE-2026-11086,2026-06-04 23:17:13.447000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in Dawn in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who had compromised the renderer process to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973101760543981,False,52.59,Medium
CVE-2026-11079,2026-06-04 23:17:12.627000+00:00,8.8,HIGH,Google,Chrome,Insufficient validation of untrusted input in Codecs in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to perform an out of bounds memory write via a crafted video file. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973111251284722,False,52.59,Medium
CVE-2026-11080,2026-06-04 23:17:12.733000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebView in Google Chrome on Android prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.97311002443287,False,52.59,Medium
CVE-2026-11085,2026-06-04 23:17:13.333000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in GPU in Google Chrome on Android prior to 149.0.7827.53 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973103079988425,False,52.59,Medium
CVE-2026-11102,2026-06-04 23:17:15.760000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in Isolated Web Apps in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a malicious file. (Chromium security severity: Medium),Modified,2026-06-04,8.973074989710648,False,52.59,Medium
CVE-2026-11092,2026-06-04 23:17:14.160000+00:00,8.8,HIGH,Google,Chrome,Insufficient policy enforcement in DevTools in Google Chrome prior to 149.0.7827.53 allowed an attacker who convinced a user to install a malicious extension to perform privilege escalation via a crafted Chrome Extension. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973093508229168,False,52.59,Medium
CVE-2026-11091,2026-06-04 23:17:14.040000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in Dawn in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973094897118056,False,52.59,Medium
CVE-2026-11108,2026-06-04 23:17:16.383000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in NFC in Google Chrome on Android prior to 149.0.7827.53 allowed a remote attacker to perform privilege escalation via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.9730677790625,False,52.59,Medium
CVE-2026-11042,2026-06-04 23:17:08.533000+00:00,8.8,HIGH,Google,Chrome,Use after free in Views in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973158635543982,False,52.59,Medium
CVE-2026-11116,2026-06-04 23:17:17.310000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chromoting in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via malicious network traffic. (Chromium security severity: Medium),Modified,2026-06-04,8.973057049895834,False,52.59,Medium
CVE-2026-11046,2026-06-04 23:17:09.020000+00:00,8.8,HIGH,Google,Chrome,Insufficient validation of untrusted input in Media in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who had compromised the renderer process to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973152998969908,False,52.59,Medium
CVE-2026-11130,2026-06-04 23:17:19.083000+00:00,8.8,HIGH,Google,Chrome,Use after free in Media in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.9730365290625,False,52.59,Medium
CVE-2026-11030,2026-06-04 23:17:07.033000+00:00,8.8,HIGH,Google,Chrome,Use after free in Network in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via malicious network traffic. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973175996655092,False,52.59,Medium
CVE-2026-11041,2026-06-04 23:17:08.400000+00:00,8.8,HIGH,Google,Chrome,Insufficient validation of untrusted input in Media in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973160174895833,False,52.59,Medium
CVE-2026-11024,2026-06-04 23:17:06.367000+00:00,8.8,HIGH,Google,Chrome,Stack buffer overflow in Skia in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially exploit stack corruption via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973183704988426,False,52.59,Medium
CVE-2026-11028,2026-06-04 23:17:06.813000+00:00,8.8,HIGH,Google,Chrome,Use after free in Media in Google Chrome on Linux and ChromeOS prior to 149.0.7827.53 allowed a remote attacker who had compromised the renderer process to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973178542951388,False,52.59,Medium
CVE-2026-11050,2026-06-04 23:17:09.460000+00:00,8.8,HIGH,Google,Chrome,Use after free in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973147906377314,False,52.59,Medium
CVE-2026-11049,2026-06-04 23:17:09.353000+00:00,8.8,HIGH,Google,Chrome,Use after free in Password Manager in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.97314914480324,False,52.59,Medium
CVE-2026-11068,2026-06-04 23:17:11.353000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebSockets in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973125996655092,False,52.59,Medium
CVE-2026-8809,2026-05-28 23:16:44.760000+00:00,9.8,CRITICAL,Unknown,Unknown,"The Advanced Custom Fields: Extended plugin for WordPress is vulnerable to Privilege Escalation via Validation Bypass in all versions up to and including 0.9.2.5. The vulnerability exists due to the after_validate_save_post() function unconditionally trusting the attacker-controlled _acf_post_id POST parameter — with no authentication or integrity verification — to select a cleanup branch that silently discards all validation errors not prefixed with acfe:. This makes it possible for unauthenticated attackers to suppress both the role allow-list validation error added by acfe_field_user_roles::validate_front_value() and the administrator-role capability guard error added by acfe_module_form_action_user::validate_action(), causing wp_insert_user() to execute with an attacker-supplied administrator role argument and resulting in the creation of a new administrator-level user account. Exploitation requires the target site to expose a public ACFE frontend form configured with a Create User action that maps a role field.",Deferred,2026-05-28,15.973433786006943,False,52.59,Medium
CVE-2026-11059,2026-06-04 23:17:10.360000+00:00,8.8,HIGH,Google,Chrome,Use after free in Blink in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973137489710648,False,52.59,Medium
CVE-2026-11060,2026-06-04 23:17:10.477000+00:00,8.8,HIGH,Google,Chrome,Use after free in Media in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973136135543982,False,52.59,Medium
CVE-2026-11054,2026-06-04 23:17:09.803000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973143936469906,False,52.59,Medium
CVE-2026-11055,2026-06-04 23:17:09.917000+00:00,8.8,HIGH,Google,Chrome,Use after free in ANGLE in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973142617025463,False,52.59,Medium
CVE-2026-11117,2026-06-04 23:17:17.423000+00:00,8.8,HIGH,Google,Chrome,Use after free in Views in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973055742025462,False,52.59,Medium
CVE-2026-10965,2026-06-04 23:16:59.610000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in DevTools in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973261911006945,False,52.59,Medium
CVE-2026-10964,2026-06-04 23:16:59.503000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.97326314943287,False,52.59,Medium
CVE-2026-10963,2026-06-04 23:16:59.390000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973264457303241,False,52.59,Medium
CVE-2026-10883,2026-06-04 23:16:49.647000+00:00,8.8,HIGH,Google,Chrome,Type Confusion in ANGLE in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973377223506946,False,52.59,Medium
CVE-2026-10882,2026-06-04 23:16:49.520000+00:00,8.8,HIGH,Google,Chrome,Use after free in Network in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973378693414352,False,52.59,Medium
CVE-2026-10885,2026-06-04 23:16:49.890000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chrome for iOS in Google Chrome on iOS prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973374411006946,False,52.59,Medium
CVE-2026-10978,2026-06-04 23:17:01.060000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chromoting in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via malicious network traffic. (Chromium security severity: High),Analyzed,2026-06-04,8.973245128599537,False,52.59,Medium
CVE-2026-10962,2026-06-04 23:16:59.270000+00:00,8.8,HIGH,Google,Chrome,Type Confusion in Media in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.97326584619213,False,52.59,Medium
CVE-2026-10995,2026-06-04 23:17:03.090000+00:00,8.8,HIGH,Google,Chrome,Heap buffer overflow in TabStrip in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium),Modified,2026-06-04,8.973221633229166,False,52.59,Medium
CVE-2026-11000,2026-06-04 23:17:03.720000+00:00,8.8,HIGH,Google,Chrome,Use after free in Fonts in Google Chrome on Linux prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.9732143415625,False,52.59,Medium
CVE-2026-10982,2026-06-04 23:17:01.523000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebXR in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973239769803241,False,52.59,Medium
CVE-2026-10991,2026-06-04 23:17:02.533000+00:00,8.8,HIGH,Google,Chrome,Use after free in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973228079988425,False,52.59,Medium
CVE-2026-10989,2026-06-04 23:17:02.323000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973230510543981,False,52.59,Medium
CVE-2026-10988,2026-06-04 23:17:02.210000+00:00,8.8,HIGH,Google,Chrome,Use after free in Views in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who had compromised the renderer process to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973231818414352,False,52.59,Medium
CVE-2026-10987,2026-06-04 23:17:02.097000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973233126284722,False,52.59,Medium
CVE-2026-10986,2026-06-04 23:17:01.980000+00:00,8.8,HIGH,Google,Chrome,Integer overflow in Media in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a malicious file. (Chromium security severity: High),Analyzed,2026-06-04,8.973234480451389,False,52.59,Medium
CVE-2026-11003,2026-06-04 23:17:04.053000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: Medium),Analyzed,2026-06-04,8.973210487395834,False,52.59,Medium
CVE-2026-10975,2026-06-04 23:17:00.730000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973248948043981,False,52.59,Medium
CVE-2026-10888,2026-06-04 23:16:50.250000+00:00,8.8,HIGH,Google,Chrome,Use after free in Cast Streaming in Google Chrome prior to 149.0.7827.53 allowed an attacker on the local network segment to execute arbitrary code via malicious network traffic. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973370244340279,False,52.59,Medium
CVE-2026-10954,2026-06-04 23:16:58.337000+00:00,8.8,HIGH,Google,Chrome,Use after free in Actor in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.97327664480324,False,52.59,Medium
CVE-2026-10897,2026-06-04 23:16:51.350000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in GPU in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially perform a sandbox escape via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973357512858795,False,52.59,Medium
CVE-2026-10896,2026-06-04 23:16:51.230000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chrome for iOS in Google Chrome on iOS prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973358901747684,False,52.59,Medium
CVE-2026-10952,2026-06-04 23:16:57.963000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chrome for iOS in Google Chrome on iOS prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973280973506945,False,52.59,Medium
CVE-2026-10948,2026-06-04 23:16:57.470000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973286679525463,False,52.59,Medium
CVE-2026-10951,2026-06-04 23:16:57.820000+00:00,8.8,HIGH,Google,Chrome,Use after free in Autofill in Google Chrome on iOS prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973282628599536,False,52.59,Medium
CVE-2026-10947,2026-06-04 23:16:57.360000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973287952673612,False,52.59,Medium
CVE-2026-10890,2026-06-04 23:16:50.487000+00:00,8.8,HIGH,Google,Chrome,Use after free in Cast in Google Chrome prior to 149.0.7827.53 allowed an attacker on the local network segment to potentially exploit heap corruption via malicious network traffic. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973367501284722,False,52.59,Medium
CVE-2026-10893,2026-06-04 23:16:50.870000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chromoting in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via malicious network traffic. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973363068414352,False,52.59,Medium
CVE-2026-10891,2026-06-04 23:16:50.613000+00:00,8.8,HIGH,Google,Chrome,Use after free in GFX in Google Chrome on Linux prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973366042951389,False,52.59,Medium
CVE-2026-10895,2026-06-04 23:16:51.117000+00:00,8.8,HIGH,Google,Chrome,Use after free in Ozone in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973360209618056,False,52.59,Medium
CVE-2026-10945,2026-06-04 23:16:57.117000+00:00,8.8,HIGH,Google,Chrome,Use after free in PDF in Google Chrome prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to execute arbitrary code inside a sandbox via a crafted PDF file. (Chromium security severity: High),Analyzed,2026-06-04,8.97329076517361,False,52.59,Medium
CVE-2026-10941,2026-06-04 23:16:56.670000+00:00,8.8,HIGH,Google,Chrome,Out of bounds memory access in Skia in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973295938784723,False,52.59,Medium
CVE-2026-10935,2026-06-04 23:16:56.010000+00:00,8.8,HIGH,Google,Chrome,Type Confusion in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973303577673612,False,52.59,Medium
CVE-2026-10936,2026-06-04 23:16:56.117000+00:00,8.8,HIGH,Google,Chrome,Type Confusion in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973302339247685,False,52.59,Medium
CVE-2026-10939,2026-06-04 23:16:56.443000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973298566099537,False,52.59,Medium
CVE-2026-10955,2026-06-04 23:16:58.450000+00:00,8.8,HIGH,Google,Chrome,Type Confusion in ANGLE in Google Chrome on Windows prior to 149.0.7827.53 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page. (Chromium security severity: High),Modified,2026-06-04,8.97327533693287,False,52.59,Medium
CVE-2026-10957,2026-06-04 23:16:58.673000+00:00,8.8,HIGH,Google,Chrome,Use after free in Glic in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973272755914351,False,52.59,Medium
CVE-2026-10943,2026-06-04 23:16:56.890000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973293392488426,False,52.59,Medium
CVE-2026-10956,2026-06-04 23:16:58.560000+00:00,8.8,HIGH,Google,Chrome,Use after free in MimeHandlerView in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973274063784721,False,52.59,Medium
CVE-2026-10958,2026-06-04 23:16:58.787000+00:00,8.8,HIGH,Google,Chrome,Use after free in Chrome for iOS in Google Chrome on iOS prior to 149.0.7827.53 allowed a remote attacker who convinced a user to engage in specific UI gestures to execute arbitrary code via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973271436469908,False,52.59,Medium
CVE-2026-10959,2026-06-04 23:16:58.907000+00:00,8.8,HIGH,Google,Chrome,Use after free in Input in Google Chrome on Android prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.97327004758102,False,52.59,Medium
CVE-2026-10902,2026-06-04 23:16:51.930000+00:00,8.8,HIGH,Google,Chrome,Use after free in Ozone in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code via a crafted HTML page. (Chromium security severity: Critical),Analyzed,2026-06-04,8.973350799895833,False,52.59,Medium
CVE-2026-10903,2026-06-04 23:16:52.050000+00:00,8.8,HIGH,Google,Chrome,Use after free in WebRTC in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973349411006945,False,52.59,Medium
CVE-2026-10904,2026-06-04 23:16:52.183000+00:00,8.8,HIGH,Google,Chrome,Inappropriate implementation in V8 in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973347871655092,False,52.59,Medium
CVE-2026-10907,2026-06-04 23:16:52.567000+00:00,8.8,HIGH,Google,Chrome,Out of bounds write in ANGLE in Google Chrome prior to 149.0.7827.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),Analyzed,2026-06-04,8.973343427210649,False,52.59,Medium
